user_id,catb_recommender
11,
12,"[1082185, 862349, 10150194, 981760, 1056509, 1070820, 1124971, 921504, 1029743, 995242, 1133018, 1106523, 1040807, 8205620, 951590, 826249, 1026984, 1098066, 1024306, 898068, 840361, 1006184, 873654, 897295, 930118, 1127831]"
13,"[1082185, 6534178, 1038985, 862070, 995242, 1029743, 878996, 838602, 1127624, 951590, 1042942, 1132771, 1070105, 865156, 898466, 943076, 890344, 5570383, 860975, 9677874, 923746, 904813, 1122358, 5978656, 5978648, 1051781, 1069621, 8090537, 8090513, 1048462, 971922, 1011578, 8090509, 1058997, 6463907, 883404, 999971, 999714, 8090521, 951197, 9859052, 1067185, 826249, 8177622, 1126899, 13841744, 7168417, 959821, 909338, 9859111, 838097, 9859128, 10149640, 1041796, 1070820, 1022529, 1075214, 843756, 15926844, 840361, 13115579, 5569230, 10150194, 9859112, 828867, 5569471, 862349, 15972298, 907631, 1024306, 1004906, 901062, 1003188, 962229, 1110218, 1016709, 1048068, 897088, 1043663, 1098066, 944139, 994928, 893810, 1043187, 981760, 1138854, 909894, 848319, 1066725, 979707, 834484, 1014802, 914190, 859075, 1105488, 1096036, 7433888, 829001, 1068708, 911454, 1042702, 1071939, 1022097, 980727, 922651, 986947, 820165, 931255, 7025326, 893018, 902172, 998189, 879755, 866211, 5569845, 1079023, 1069003, 827656, 1115576, 868319, 930917, 5580793, 1029688, 1115175, 882604, 839094, 965766, 850807, 1110764, 1133018, 950439, 7138817, 1067749, 1137344, 8019977, 899624, 885290, 963835, 1027168, 1110142, 9881593, 1113141, 1064380, 865501, 9803545, 1033545, 1029684, 1128016, 933060, 995785, 859237, 12385916, 840890, 1106523, 1051211, 843171, 990797, 913785, 883932, 898068, 952698, 1056775, 5568869, 1028816, 9677236, 6979221, 833025, 944836, 852856, 1101010, 961554, 7139529, 7466252, 892048, 832678, 1040807, 904236, 1075007, 902396, 977344, 1069312, 919704, 820291, 8020234, 976199, 1049788, 1006414, 1136257, 1057315, 914346, 1097001, 847270, 1051323, 9707199, 1136375, 1087755, 1036249, 940947, 849843, 1065593, 953476, 1127179, 1055646, 945611, 916050, 861279, 5591170, 895743, 948953, 937444, 1097422, 865528, 1042438, 1006978, 869728, 883268, 1068719, 1013321, 1003178, 1033142, 7409974, 12810393, 990656, 933835, 908064, 1075918, 908531, 6034857, 857849, 860776, 984669, 940766, 1011457, 6551782, 987724, 8014645, 962568, 1055504, 1028953, 1034686, 5569615, 1022003, 5578547, 909306, 850645, 981521, 1005186, 9526410, 1077490, 9487606, 885023, 1138467, 1075074, 938700, 1086384, 5568729, 1137346, 1066289, 15926775, 827919, 1031906, 865178, 1027569, 844165, 999891, 910032, 868764, 896369, 9707240, 986912, 916122, 1011300, 1075368, 1026118, 866227, 822739, 970030, 972229, 1033973, 897125, 1088873, 9527325, 863885, 904360, 995965, 1085604, 6551861, 835098, 1039156, 1051516, 893501, 844179, 5592931, 9527290, 1007195, 1131438, 909130, 1069334, 907014, 821845, 848761, 12185599, 1081177, 864774, 1110572, 1044078, 951071, 1077600, 1119051, 1080414, 1124729, 857503, 871756, 1043590, 1051402, 987562, 5585510, 1011089, 941734, 1037863, 1134522, 1101173, 1076056, 1053690, 1062966, 1056509, 903800, 1092026, 929668, 983584, 5569327, 824303, 909714, 12188584, 5568378, 1077555, 12188045, 880228, 1038217, 1137688, 890610, 824005, 845208, 933637, 1006184, 883003, 916381, 870547, 903325, 834117, 1127831, 1022254, 1048507, 1112598, 12188436, 952163, 847982, 930118, 854852, 913210, 999858, 1098248, 867188, 1023720, 965267]"
14,"[1029743, 995242, 981760, 951590, 1082185, 1127758, 836445, 6534178, 1025611, 5585510, 846823, 1008673, 5568721, 933067, 1013928, 849843, 910673, 13841744, 840601, 1044805, 883404, 1122358, 1038663, 878445, 951190, 1096036, 856060, 845109, 1105623, 1054262, 1082310, 995311, 7025114, 867293, 947858, 1043590, 909894, 871756, 859075, 16770156, 1015785, 914190, 5568378, 1085983, 1037340, 823704, 994928, 1013572, 6464086, 9836106, 1135552, 950894, 1068719, 965693, 989157, 907128, 1103629, 1091499, 1044078, 1130858, 5590158, 861419, 1001266, 844165, 904774, 1133018, 893018, 1000753, 819063, 861486, 844179, 1092026, 923673, 1012587, 1002558, 832678, 847982, 826249, 963727, 1071342, 883963, 987562, 13876901, 905868, 857130, 1098066, 923746, 978382, 850139, 1135834, 1101173, 989069, 837865, 5591490, 1062966, 831509, 840361, 992946, 834826, 1005186, 818981, 1038217, 1125123, 995785, 942525, 9832469, 869577, 1121384, 952408, 1058997, 1074271, 833025, 834484, 1004270, 988736, 5569471, 8067128, 5978656, 5978648, 1065593, 5582712, 860776, 1100658, 10344586, 1130716, 962229, 901062, 1053690, 1101858, 899624, 965766, 13512060, 15596488, 979707, 862349, 1126899, 916122, 1024306, 961554, 1006184, 865456, 6034857, 1004906, 1017363, 862308, 986912, 845208, 9527160, 1085604, 1106523, 1022254, 866211, 913785, 933835, 962568, 1033142, 889362, 890610, 1070820, 1081177, 908531, 1136524, 5569230, 878996, 854852, 904360, 903325, 952163, 1023720, 1127831]"
15,"[1082185, 1029743, 6534178, 1106523, 995242, 923746, 1070820, 8090537, 8090521, 1133018, 862349, 878996, 865705, 981760, 5569230, 910439, 849843, 883404, 13416351, 951590, 907099, 866211, 908531, 851676, 13417590, 962229, 5569327, 1082212, 994928, 961554, 6034857, 845208, 911614, 986912, 844179, 899624, 995785, 854852, 5569471, 879506, 920002, 857006, 1037863, 1026118, 1102927, 860776, 937573, 5568378, 5978656, 5978648, 9881592, 1081177, 12518330, 9881593, 979707, 13841744, 914190, 1053530, 1004906, 962568, 826249, 1065941, 825541, 1034956, 852065, 1053690, 825994, 1000970, 1098066, 1044078, 840361, 12352204, 1126808, 845078, 10121981, 903325, 928036, 847901, 844165, 1104343, 913806, 991592, 859075, 901666, 1042616, 1105917, 15629778, 833025, 1096036, 1059902, 1068719, 1033142, 863632, 1024306, 916122, 1058997, 13945141, 925862, 845307, 1065593, 876932, 852856, 1044404, 1092026, 1127179, 904360, 871611, 1098248, 903800, 933637, 1023720, 1014509, 930118, 1126899, 952163, 1127831, 1105488, 7024990]"
16,"[1082185, 12263788, 1039156, 1084551, 995242, 1029743, 1106523, 1100533, 1133018, 923149, 1126899, 9835695, 981760, 840361, 1035843]"
17,"[1082185, 844179, 923746, 6534178, 978906, 838186, 12301109, 7409941, 1029743, 7410168, 5569471, 5569230, 863447, 840361, 976199, 6534077, 15926886, 6533362, 6533608, 1099164, 899624, 878996, 1056509, 903325, 5569845, 995242, 896085, 5978656, 5978648, 831628, 845208, 854852, 849843, 1010164, 826249, 1090931, 833025, 962568, 1120362, 944486, 1068719, 1053016, 883404, 5568378, 835243, 1044078, 994928, 1004906, 858373, 1041796, 882190, 1098066, 995785, 1138854, 948670, 860776, 835098, 916122, 6514160, 981760, 1037863, 961554, 866211, 9245106, 1131438, 1118046, 859075, 1132968, 13877192, 962229, 1124823, 9707240, 910032, 914190, 1039287, 823704, 862866, 1034955, 1053690, 1057377, 850529, 1110057, 1044299, 904360, 1106523, 1096036, 873654, 1022827, 867188, 1040927, 1054080, 826784, 861899, 1081177, 951590, 837569, 844165, 892503, 986912, 1033142, 1024306, 1092026, 1133018, 908531, 1020210, 1058997, 952163, 1070820, 1127831, 862349, 1126899]"
18,"[9677886, 1052912, 1137688, 1116821, 1082185, 1057260, 840361, 951412, 878715, 6534178, 979707, 13877192, 9836460, 938118, 925694, 961554, 1053628, 923746, 914190, 990797, 944486, 878996, 819978, 10457044, 995785, 961620, 847982, 1037863, 1104343, 835278, 9835509, 1081189, 870929, 1058997, 837644, 832678, 916122, 854852, 826249, 1038217, 1058779, 1040807, 832001, 995242, 845208, 6034857, 12352201, 1131602, 1133018, 986912, 962568, 1126899, 1068719, 1117514, 5569230, 1029743, 1033142, 13071902, 965842, 994928, 1000237, 866211, 862349, 1098066, 870515, 1137775, 1028816, 8090521, 10285303, 1044078, 1018050, 981760, 1048257, 1004906, 914577, 874972, 995965, 1106523, 844179, 1060705, 9837501, 857503, 1134398, 903325, 834484, 829722, 9677202, 913210, 859427, 840227, 860776, 827261, 970030, 933835, 1070820, 1081177, 1096343, 919180, 1075214, 1022254, 6602327, 965766, 1024306, 12754036, 9677236, 12810393, 5569379, 880150, 1044895, 833025, 1055201, 1096036, 1008032, 873654, 1055646, 5592931, 897125, 1046262, 1047226, 1068943, 880228, 840890, 1027569, 873203, 1072968, 5978656, 5978648, 1080110, 825541, 10282425, 831628, 951590, 1115175, 12349795, 825494, 849843, 883404, 839243, 938700, 1110721, 5568378, 1005186, 1003472, 913785, 8160430, 866227, 901062, 8203782, 904360, 1136257, 5569471, 865456, 1006184, 859075, 899624, 1053690, 910032, 908531, 983584, 1065593, 1127831, 1085604, 962229, 844165, 7024990, 1092026, 1023720]"
19,"[1082185, 1029743, 995242, 844179, 6534178, 1058779, 1122876, 899624, 1044078, 1094955, 1043590, 1101173, 1013321, 1070702, 5568378, 843306, 847982, 1043128, 1068708, 1068719, 969866, 833025, 944486, 1042438, 868909, 844165, 923746, 1004906, 1051810, 1127758, 1131438, 874972, 1106523, 868423, 954363, 826249, 841220, 989069, 1029624, 1099905, 866211, 827180, 1122115, 871756, 12946027, 883404, 999971, 1081177, 1055646, 994928, 965766, 949965, 962229, 13008334, 840361, 909894, 870547, 1037863, 929668, 930917, 821970, 1074271, 1118012, 1003188, 916122, 832678, 951190, 1014238, 913785, 1123146, 961458, 1054262, 980666, 1038746, 1118787, 898068, 819927, 12132315, 929309, 1045220, 1031083, 837304, 938700, 1003600, 976335, 1096317, 863447, 858373, 904360, 1098066, 1133018, 1000753, 1077490, 1027068, 972931, 1000236, 999714, 823704, 1042907, 8065410, 5592931, 938138, 866227, 5570408, 855356, 911812, 979707, 999104, 1043751, 12811532, 13189726, 969932, 849843, 1022003, 1050229, 936594, 1126895, 909349, 990797, 12262778, 835243, 1109948, 5569327, 879755, 951590, 822407, 882830, 952317, 1137387, 1044895, 837751, 1004945, 1076875, 1133254, 1132789, 1087916, 12349795, 1110292, 1046587, 831628, 12384775, 896862, 1122358, 1019247, 931671, 961554, 1115228, 916381, 15596515, 1122568, 981760, 871061, 1048462, 12301405, 1126870, 873627, 12810393, 934172, 1003616, 1092026, 1134522, 1106301, 1009187, 1053690, 1101010, 1074524, 1130458, 941741, 15596279, 5564931, 922907, 928049, 12301109, 1028995, 906923, 952698, 999270, 845208, 1110142, 995896, 937292, 933835, 1139471, 1133312, 1138443, 1050851, 883003, 1056509, 985999, 12648296, 859010, 883932, 1016276, 859075, 1096036, 5978656, 5978648, 943233, 854852, 1041796, 846764, 15741861, 1002558, 893018, 1130375, 1005493, 897954, 1043301, 7442180, 15926844, 1138189, 918335, 1087102, 1018740, 15926886, 1023815, 1081262, 1004950, 1124432, 1013770, 845307, 828867, 1040842, 999858, 860776, 1107553, 860975, 12263788, 905868, 1082212, 1099089, 1020682, 839419, 1033142, 987724, 885290, 854405, 1038217, 868764, 882288, 1136524, 939900, 908531, 962568, 861279, 5569230, 914190, 1102927, 1071939, 995785, 1042697, 1077555, 1026118, 1134810, 1091499, 1105623, 986912, 908846, 1046545, 878996, 952163, 1085604, 6534480, 871440, 9835223, 910032, 8090537, 1041259, 882305, 987562, 12810422, 5568995, 856772, 857503, 995876, 15926638, 1058997, 834484, 838186, 9527160, 883963, 1022254, 885863, 1062966, 847270, 5568729, 993638, 893501, 940766, 1075470, 919534, 873964, 953476, 976998, 1136257, 983584, 8019716, 1027168, 910473, 1100658, 927191, 986947, 835098, 857849, 820165, 9245106, 1074516, 13841744, 9833277, 825970, 907014, 1020581, 9527494, 932863, 1096343, 6534030, 862682, 1005186, 1049788, 1116821, 1051211, 845622, 833715, 5568489, 880150, 913210, 5569845, 8090532, 907128, 8090521, 947798, 1110843, 856060, 946757, 1103629, 944534, 1132771, 834117, 8177622, 1009333, 982790, 908318, 867188, 1044089, 1123720, 12731544, 1048483, 867648, 933067, 8357613, 5569374, 1058214, 5568249, 1007195, 5585510, 998556, 5981072, 865456, 5995609, 8014645, 9337581, 1080414, 1124729, 1051069, 1055863, 939636, 999730, 919948, 862139, 1137775, 961269, 9527290, 13945244, 983936, 1053058, 13511457, 1076738, 1056492, 948254, 1099656, 848970, 15926885, 934639, 921836, 1053282, 15926725, 1114597, 1040807, 993826, 1025611, 1085333, 6534035, 1137885, 1126899, 900802, 901062, 910673, 1048727, 10149597, 826666, 1019479, 970119, 1069621, 13506200, 9526410, 891405, 1022119, 896613, 905996, 1112238, 16729415, 971922, 1048200, 940947, 907631, 1024858, 5582712, 936723, 1077588, 1037337, 1068292, 1139493, 1060529, 1097239, 1044599, 1024306, 1110572, 1093030, 1110057, 1065593, 949620, 916993, 1068830, 5568860, 944466, 1127624, 819518, 864774, 1023466, 976199, 10204333, 1132911, 1057260, 909714, 1022053, 1131488, 865178, 13512060, 886703, 872137, 834491, 1083446, 878445, 15596488, 890610, 1070497, 967395, 1014948, 896369, 1102949, 1070820, 1127179, 1117514, 1029504, 1062002, 862349, 925626, 9677202, 1087753, 1000908, 8181451, 951412, 860167, 1102959, 852856, 1039156, 870515, 1027569, 933637, 824005, 995965, 1057102, 1119051, 897125, 1076056, 1051516, 1071342, 1006184, 1028816, 1137688, 903325, 930118, 970030, 1075368, 6034857, 1023720, 965267, 1098248, 1127831, 5569471, 7024990, 1105488]"
20,"[1002850, 1075368, 1086740, 929018, 944836, 1126899, 1058997, 945611, 1055425, 6534178, 1016709, 995965, 936924, 1082185, 5568191, 960528, 923746, 840361, 9835509, 1039156, 910109, 1006184, 897954, 1017363, 916122, 5592931, 883404, 821556, 1068719, 8090536, 1010424, 9911484, 990656, 855557, 985999, 8014645, 862349, 1115801, 1133018, 1101173, 849843, 962568, 970119, 1070820, 1123106, 8090537, 1040842, 951590, 953320, 844179, 1021694, 1031892, 6633273, 979707, 984669, 844165, 880150, 995785, 9526411, 1029743, 1115358, 1106523, 12384431, 999858, 995242, 873178, 1034686, 893018, 983936, 8293447, 995628, 896369, 994928, 1092026, 1070898, 1098066, 856827, 6979803, 866292, 1069621, 9836460, 1053690, 831390, 826249, 8090521, 981760, 1120559, 859075, 9297575, 870515, 1003616, 5568228, 862682, 834484, 860776, 9677202, 1135222, 1004906, 962229, 1033142, 6424472, 833025, 5978656, 5978648, 897125, 5568378, 1076056, 8293470, 1132911, 904360, 898068, 961554, 1014509, 914190, 1065593, 1044078, 6772859, 1081177, 901062, 854852, 986912, 1096036, 899624, 1024306, 1100658, 845208, 5569230, 878996, 1085604, 903325, 866211, 908531, 1127831]"
21,"[1029743, 995242, 1082185, 6534178, 981760, 1049735, 1031864, 849843, 1065593, 1096036, 883404, 1108168, 1106301, 13381584, 947798, 922907, 986327, 1038217, 8090521, 860975, 1054424, 9419525, 896369, 870547, 847982, 1058779, 994928, 1031923, 1053690, 1094308, 1044078, 1106523, 8205218, 1062966, 826249, 914318, 912817, 1024051, 934697, 1092026, 1098066, 1133018, 1085604, 5592931, 923746, 856772, 1127470, 1031584, 1133877, 5978656, 860776, 844165, 859075, 995785, 1107538, 951590, 1038684, 962229, 883616, 1116821, 834631, 880895, 844179, 1100658, 918368, 893018, 15596515, 850290, 961554, 840361, 1043590, 914190, 1050079, 829001, 1013770, 866211, 884333, 1004906, 5569230, 6034857, 908531, 1068719, 1058997, 15596488, 1113381, 833025, 962568, 878996, 916122, 1033142, 946489, 826860, 890610, 1013389, 1081177, 986912, 961791, 854852, 903325, 904360, 1126899, 914186, 1128744, 862349, 909349, 1070820, 1098248, 1127831]"
